Name,Latitude,Longitude,Country
Acri,39.5,16.3833,Italy
Cetraro,39.5,15.95,Italy
Qorovulbozor,39.5,64.8,Uzbekistan
Sefaatli,39.5017,34.7522,Turkey
Bel Air South,39.5022,-76.3113,United States
Paterna,39.5028,-0.4406,Spain
Qorako`l Shahri,39.5028,63.8556,Uzbekistan
Middletown,39.5033,-84.3659,United States
Jiuzhou,39.5054,116.5642,China
Oxford,39.5061,-84.7446,United States
Burjasot,39.5064,-0.4067,Spain
Tabernes Blanques,39.5064,-0.3626,Spain
Goris,39.5078,46.3386,Armenia
Parker,39.5084,-104.7753,United States
Aberdeen,39.5151,-76.1733,United States
Dangcheng,39.5161,94.8728,China
Balkanabat,39.5167,54.3667,Turkmenistan
Khurmi,39.5167,67.5833,Tajikistan
Bisignano,39.5167,16.2833,Italy
Amondara,39.5178,67.8131,Tajikistan
Jingping,39.5189,112.2837,China
Langfang,39.5196,116.7006,China
Godella,39.52,-0.4114,Spain
Sisian,39.5208,46.0322,Armenia
Meliana,39.5272,-0.3492,Spain
Baichigan,39.5275,115.8564,China
Daiyue,39.5284,112.8056,China
Lone Tree,39.5309,-104.8709,United States
Taylorville,39.5328,-89.2804,United States
Fallston,39.5332,-76.4452,United States
Tavsanli,39.5333,29.4833,Turkey
Guspini,39.5333,8.6333,Italy
Bel Air,39.5348,-76.346,United States
Shelbyville,39.5352,-85.7793,United States
Stonegate,39.5357,-104.8032,United States
Rifle,39.5362,-107.7729,United States
Washington Court House,39.5381,-83.4281,United States
Diyadin,39.54,43.6772,Turkey
Pittsgrove,39.5404,-75.1291,United States
Bargersville,39.5412,-86.2004,United States
Highlands Ranch,39.5419,-104.9708,United States
Glenwood Springs,39.5455,-107.3347,United States
Moncada,39.5456,-0.3956,Spain
Dogubayazit,39.5472,44.0833,Turkey
Havre de Grace,39.548,-76.1146,United States
Reno,39.5497,-119.8483,United States
San Gavino Monreale,39.5499,8.7916,Italy
Trikala,39.55,21.7667,Greece
Kucukkuyu,39.55,26.6167,Turkey
Matou,39.5503,116.1063,China
Alcobaca,39.5528,-8.9778,Portugal
Jincheng,39.5529,113.1933,China
Franklin,39.5538,-84.2952,United States
Bel Air North,39.5543,-76.3732,United States
Sarur,39.5544,44.9826,Azerbaijan
Shima,39.5544,141.1555,Japan
Havran,39.5583,27.0983,Turkey
Dongxianpo,39.561,115.9865,China
Springboro,39.5615,-84.2348,United States
Atchison,39.5625,-95.1367,United States
Fernley,39.5627,-119.1906,United States
Calvia,39.5656,2.5056,Spain
La Eliana,39.5661,-0.5281,Spain
Palma,39.5667,2.65,Spain
Rossano,39.5667,16.6333,Italy
Crosia,39.5667,16.7667,Italy
Utiel,39.5672,-1.2067,Spain
Villamarchante,39.5678,-0.6225,Spain
Wanzhuang,39.5683,116.5941,China
Manacor,39.57,3.2089,Spain
Masamagrell,39.5703,-0.33,Spain
Sparks,39.5736,-119.7161,United States
Andraitx,39.5746,2.4206,Spain
Ken Caryl,39.577,-105.1144,United States
Westminster,39.5796,-77.0067,United States
Altinoluk,39.5823,26.7394,Turkey
Polatli,39.5842,32.1472,Turkey
Columbine,39.5879,-105.0694,United States
Quintanar de la Orden,39.5906,-3.0428,Spain
Littleton,39.5915,-105.0188,United States
Edremit,39.5922,27.02,Turkey
Betera,39.5922,-0.4625,Spain
Rafelbunol,39.5922,-0.3342,Spain
Centennial,39.5926,-104.8673,United States
Benaguacil,39.5933,-0.5864,Spain
Salyan,39.595,48.9792,Azerbaijan
Franklin,39.5954,-75.019,United States
Kakunodatemachi,39.5963,140.562,Japan
Little Egg Harbor,39.5969,-74.3454,United States
Tomar,39.6,-8.4167,Portugal
Corigliano Calabro,39.6,16.5167,Italy
Nazare,39.6,-9.0667,Portugal
Fuzuli,39.6003,47.1431,Azerbaijan
Ayvacik,39.6011,26.4047,Turkey
Toyloq Qishlog'i,39.6014,67.0908,Uzbekistan
Glasgow,39.6015,-75.7473,United States
Porto de Mos,39.6017,-8.8175,Portugal
Greenwood,39.6019,-86.1073,United States
Mooresville,39.6022,-86.3681,United States
Yahaba,39.606,141.1429,Japan
Circleville,39.6063,-82.9334,United States
Elkton,39.6066,-75.8209,United States
Cicekdagi,39.6069,34.4086,Turkey
Nurobod Shahri,39.6086,66.2867,Uzbekistan
San Lorenzo de Descardazar,39.609,3.2853,Spain
Cherry Creek,39.6094,-104.8645,United States
Sun Valley,39.6104,-119.777,United States
Cat,39.6111,40.9789,Turkey
Paris,39.6148,-87.6903,United States
Greenwood Village,39.6153,-104.9131,United States
Halfway,39.6162,-77.7703,United States
Puzol,39.6167,-0.3011,Spain
Belvedere Marittimo,39.6167,15.8667,Italy
Bear,39.6189,-75.6808,United States
Dakota Ridge,39.6192,-105.1344,United States
Anju,39.62,125.66,North Korea
Son Servera,39.6208,3.36,Spain
Edwards,39.6215,-106.6184,United States
Kerkyra,39.6239,19.9214,Greece
Xiaozhengzhuang,39.625,117.9031,China
Fatima,39.6255,-8.6659,Portugal
Liria,39.6258,-0.5961,Spain
Pennsville,39.6266,-75.5089,United States
Wafangdian,39.6271,121.9972,China
Tangshan,39.6292,118.1742,China
Miamisburg,39.6322,-84.2724,United States
Balikesir,39.6333,27.8833,Turkey
Taslicay,39.6333,43.3778,Turkey
Villacanas,39.6333,-3.3333,Spain
Centerville,39.6339,-84.1449,United States
Hongliuwan,39.6348,94.3386,China
Evergreen,39.6349,-105.3356,United States
Yerkoy,39.6381,34.4672,Turkey
Morgantown,39.6383,-79.9464,United States
Xishrov,39.6383,66.8897,Uzbekistan
Anatoli,39.6386,20.8661,Greece
Hagerstown,39.6401,-77.7217,United States
Lacin,39.6408,46.5469,Azerbaijan
Miyako,39.6414,141.9571,Japan
Larisa,39.6417,22.4167,Greece
Marratxi,39.6421,2.7527,Spain
Greencastle,39.6432,-86.8418,United States
Tekman,39.645,41.5083,Turkey
Englewood,39.6468,-104.9942,United States
Chongju,39.65,125.3333,North Korea
Ourem,39.65,-8.5667,Portugal
Batalha,39.65,-8.8,Portugal
Cumberland,39.6515,-78.7584,United States
Lihuzhuang,39.652,117.8649,China
Samarkand,39.6547,66.9758,Uzbekistan
Spanish Springs,39.6568,-119.6694,United States
Hammonton,39.6572,-74.7678,United States
Connersville,39.6582,-85.141,United States
Clayton,39.6627,-75.0782,United States
Ioannina,39.6636,20.8522,Greece
Akdagmadeni,39.6658,35.8836,Turkey
Brookside,39.6665,-75.7152,United States
Cheat Lake,39.667,-79.8564,United States
Kimyogarlar,39.6672,66.8461,Uzbekistan
Sanpozhen,39.6683,115.4426,China
West Carrollton,39.6701,-84.2542,United States
Keskin,39.6731,33.6136,Turkey
Chatham,39.6733,-89.6934,United States
Sagunto,39.6764,-0.2733,Spain
Newark,39.6776,-75.7576,United States
Four Square Mile,39.6808,-104.888,United States
Xenia,39.6829,-83.9413,United States
Binisalem,39.6831,2.8333,Spain
Ferreira do Zezere,39.6833,-8.2833,Portugal
Mora,39.684,-3.777,Spain
Wuhai,39.6844,106.8158,China
Williamstown,39.6874,-74.9786,United States
Zhuanghe,39.6896,122.9664,China
Cold Springs,39.6927,-119.9775,United States
Saraykent,39.6936,35.5111,Turkey
Plainfield,39.6954,-86.3716,United States
Kettering,39.6956,-84.1494,United States
Shizukuishi,39.6963,140.9758,Japan
Charxin,39.6967,66.7686,Uzbekistan
Carneys Point,39.6967,-75.4475,United States
Lakewood,39.6977,-105.1172,United States
Kaech'on,39.6986,125.9061,North Korea
Jomboy Shahri,39.6989,67.0933,Uzbekistan
Capdepera,39.7,3.4333,Spain
Sonseca,39.7,-3.95,Spain
Glassboro,39.7014,-75.1113,United States
Senboku,39.7017,140.7315,Japan
Morioka,39.7021,141.1545,Japan
Winslow,39.7027,-74.9029,United States
Santa Margarita,39.7033,3.1036,Spain
Anping,39.7034,116.8954,China
Stafford,39.7049,-74.2643,United States
Aurora,39.7083,-104.7237,United States
Hannibal,39.7098,-91.3939,United States
Uzumlu,39.71,39.7017,Turkey
Anshan,39.7144,118.9964,China
Beech Grove,39.7157,-86.0871,United States
Juma Shahri,39.7161,66.6642,Uzbekistan
Atushi,39.7162,76.1684,China
Inca,39.7167,2.9167,Spain
Sadarak,39.7175,44.8764,Azerbaijan
Agri,39.7186,43.0508,Turkey
Terralba,39.7197,8.6363,Italy
Akita,39.72,140.1026,Japan
Oakwood,39.7202,-84.1734,United States
Heydarabad,39.7203,44.8531,Azerbaijan
Lancaster,39.7248,-82.6049,United States
Kogon Shahri,39.7275,64.5547,Uzbekistan
Jacksonville,39.7292,-90.2317,United States
Pike Creek Valley,39.7294,-75.6989,United States
Beavercreek,39.731,-84.0624,United States
Tyrnavos,39.7333,22.2833,Greece
Jondor Shaharchasi,39.7333,64.1833,Uzbekistan
Pitman,39.7335,-75.1306,United States
Takizawa,39.7347,141.0771,Japan
Xibeijie,39.737,98.5049,China
Usmat Shaharchasi,39.7386,67.6433,Uzbekistan
Ingichka,39.7389,65.9922,Uzbekistan
Luanzhou,39.7396,118.6978,China
Woolwich,39.74,-75.317,United States
Golden,39.7406,-105.2118,United States
Wilmington,39.7415,-75.5416,United States
Waterford,39.7415,-74.8207,United States
Dalyoni Bolo,39.7422,68.9944,Tajikistan
Ocean Acres,39.743,-74.2805,United States
Cameron,39.7444,-94.2329,United States
Sicklerville,39.7452,-74.9934,United States
West Manheim,39.7458,-76.9431,United States
Erzincan,39.7464,39.4914,Turkey
Washington,39.7469,-75.0724,United States
Washington,39.7494,-77.5579,United States
Sivas,39.75,37.0167,Turkey
Leiria,39.75,-8.8,Portugal
Marinha Grande,39.75,-8.9333,Portugal
Balya,39.75,27.5833,Turkey
Buyukorhan,39.75,28.9167,Turkey
Waynesboro,39.7524,-77.5822,United States
Nanpingcun,39.753,114.0923,China
Chico,39.7578,-121.8161,United States
Susa,39.7583,46.7483,Azerbaijan
Danville,39.7584,-86.5019,United States
St. Joseph,39.7598,-94.821,United States
Bulung'ur Shahri,39.76,67.27,Uzbekistan
Avon,39.7601,-86.3916,United States
Huquan,39.7603,114.2834,China
Yeghegnadzor,39.7611,45.3333,Armenia
Mantua,39.7618,-75.1686,United States
Denver,39.762,-104.8758,United States
East Nottingham,39.7621,-75.9705,United States
Dahbed,39.7636,66.9131,Uzbekistan
Bukhara,39.7667,64.4333,Uzbekistan
Shahriston,39.7667,68.8167,Tajikistan
Soller,39.7667,2.7,Spain
Alpu,39.7667,30.95,Turkey
Barnegat,39.7668,-74.2776,United States
Springfield,39.7709,-89.654,United States
Wheat Ridge,39.7728,-105.1028,United States
Beylaqan,39.7756,47.6186,Azerbaijan
Eskisehir,39.7767,30.5206,Turkey
Indianapolis,39.7771,-86.1458,United States
Zhangjiazhuang,39.7804,118.2004,China
Dayton,39.7805,-84.2003,United States
Cassano al Ionio,39.7833,16.3167,Italy
Riverside,39.7835,-84.1219,United States
Hockessin,39.7837,-75.6815,United States
Antrim,39.7862,-77.7221,United States
Qiaomaichuan,39.7866,113.8239,China
Pine Hill,39.7879,-74.9857,United States
Ezine,39.79,26.3325,Turkey
East Greenwich,39.7903,-75.2396,United States
Gloucester,39.7924,-75.0363,United States
Trotwood,39.7926,-84.3165,United States
Fairmount,39.7931,-105.1711,United States
Greenfield,39.7937,-85.7738,United States
Speedway,39.7937,-86.2481,United States
Xocavand,39.7953,47.1131,Azerbaijan
Chillicothe,39.7953,-93.5499,United States
Eleskirt,39.7981,42.6744,Turkey
Penn,39.7994,-76.9642,United States
Serta,39.8,-8.1,Portugal
Fairborn,39.801,-84.0094,United States
Claymont,39.8032,-75.4607,United States
Domanic,39.8033,29.6178,Turkey
Berkley,39.8045,-105.0281,United States
Cayirli,39.8056,40.0364,Turkey
Jiayuguan,39.8112,98.2862,China
Hanover,39.8118,-76.9836,United States
New Garden,39.8119,-75.7517,United States
Bayramic,39.8128,26.61,Turkey
Yunzhong,39.8143,113.0946,China
Sorgun,39.8144,35.1903,Turkey
Litian Gezhuang,39.8151,119.0219,China
Xankandi,39.8153,46.7519,Azerbaijan
Deptford,39.8157,-75.1181,United States
Shiloh,39.8159,-84.2317,United States
Castelo Branco,39.8167,-7.5,Portugal
Castrovillari,39.8167,16.2,Italy
Scalea,39.8167,15.8,Italy
Lindenwold,39.8173,-74.9898,United States
Yinchengpu,39.8189,118.188,China
Yozgat,39.8208,34.8083,Turkey
Magalia,39.8228,-121.6078,United States
Ararat,39.8303,44.7025,Armenia
Richmond,39.8318,-84.8905,United States
Arvada,39.832,-105.151,United States
London Grove,39.8327,-75.8155,United States
Brownsburg,39.8337,-86.383,United States
Woodbury,39.8379,-75.1524,United States
Isfana,39.8389,69.5275,Kyrgyzstan
Sherrelwood,39.839,-105.0014,United States
Derby,39.84,-104.9172,United States
Welby,39.8403,-104.9655,United States
Upper Chichester,39.8414,-75.4421,United States
Kirikkale,39.8417,33.5139,Turkey
West Deptford,39.8431,-75.1852,United States
Iwaizumi,39.8431,141.7964,Japan
Canal Winchester,39.8437,-82.8126,United States
Voorhees,39.845,-74.9549,United States
Chester,39.8456,-75.3718,United States
Bethel,39.8458,-75.4891,United States
Echelon,39.8482,-74.9957,United States
Danihe,39.8489,119.421,China
Galaosiyo Shahri,39.85,64.45,Uzbekistan
Yahsihan,39.8503,33.4536,Turkey
Segorbe,39.8519,-0.4896,Spain
Alcudia,39.8525,3.1192,Spain
Nules,39.8525,-0.1506,Spain
Decatur,39.8557,-88.9342,United States
Lacey,39.8564,-74.2624,United States
Toledo,39.8567,-4.0244,Spain
Huber Heights,39.8595,-84.113,United States
Evesham,39.8605,-74.8947,United States
Yejituo,39.8634,118.6645,China
Medford,39.8639,-74.8231,United States
Village Green-Green Ridge,39.8639,-75.4257,United States
Commerce City,39.8641,-104.843,United States
Yildizeli,39.8642,36.5983,Turkey
Englewood,39.8643,-84.307,United States
North Codorus,39.8646,-76.8189,United States
Federal Heights,39.8651,-105.0154,United States
Grove City,39.8654,-83.069,United States
Bellmawr,39.8666,-75.0941,United States
Chorbogh,39.8667,69.0833,Tajikistan
Trebisacce,39.8667,16.5333,Italy
Lawrence,39.8674,-85.9904,United States
Clayton,39.8689,-84.3292,United States
Imisli,39.8697,48.06,Azerbaijan
South Union,39.8705,-79.7222,United States
Aston,39.8719,-75.4349,United States
Shaliuhe,39.8728,117.939,China
Aralik,39.8728,44.5192,Turkey
Xinxing,39.8734,124.1453,China
Concord,39.8741,-75.5135,United States
Sarande,39.875,20.01,Albania
Springdale,39.8769,-74.9724,United States
Pollensa,39.8772,3.0164,Spain
Woodlyn,39.8774,-75.3445,United States
Ashland,39.8782,-75.0085,United States
Vandalia,39.8791,-84.193,United States
Guilford,39.8811,-77.6012,United States
Katagami,39.8832,139.9886,Japan
Muchun,39.8833,69.1833,Tajikistan
Poshkent,39.8833,69.0333,Tajikistan
Westminster,39.8837,-105.0624,United States
Loyish Shaharchasi,39.8839,66.7481,Uzbekistan
Ridley,39.8854,-75.328,United States
Oga,39.8868,139.8476,Japan
Funing,39.8879,119.2314,China
Pickerington,39.889,-82.7678,United States
Burriana,39.8894,-0.0925,Spain
Mahon,39.8894,4.2642,Spain
Audubon,39.8906,-75.0722,United States
Gloucester City,39.8924,-75.1172,United States
London,39.8935,-83.4375,United States
Zara,39.895,37.7531,Turkey
Haddonfield,39.8955,-75.0346,United States
McCordsville,39.8966,-85.9208,United States
Nether Providence,39.8971,-75.3697,United States
Navalmoral de la Mata,39.8983,-5.5403,Spain
Kattaqo'rg'on Shahri,39.8989,66.2561,Uzbekistan
Greentree,39.8989,-74.9613,United States
Uniontown,39.8993,-79.7246,United States
Chavkandak,39.9,68.9333,Tajikistan
Refahiye,39.9011,38.7686,Turkey
Marlton,39.9014,-74.9294,United States
Cherry Hill,39.9034,-74.9947,United States
Beijing,39.904,116.4075,China
Blacklick Estates,39.9049,-82.8655,United States
Jackson,39.9057,-76.8796,United States
Oristano,39.9058,8.5916,Italy
Haddon,39.9063,-75.0625,United States
Bozuyuk,39.9078,30.0367,Turkey
Westmont,39.9082,-75.0551,United States
Erzurum,39.9086,41.2769,Turkey
Middletown,39.9094,-75.4311,United States
Xingangli,39.9101,119.5468,China
North Union,39.9101,-79.6733,United States
Vedi,39.9106,44.7278,Armenia
Northglenn,39.9108,-104.9783,United States
Istaravshan,39.9108,69.0064,Tajikistan
Xocali,39.9111,46.7892,Azerbaijan
Southampton,39.9137,-74.7171,United States
Susurluk,39.9139,28.1603,Turkey
Collingdale,39.9151,-75.2776,United States
Berkeley,39.9156,-74.1923,United States
Collingswood,39.916,-75.0758,United States
Pombal,39.9161,-8.6281,Portugal
Hamhung,39.9167,127.5333,North Korea
Ansiao,39.9167,-8.4333,Portugal
Idanha-a-Nova,39.9167,-7.2333,Portugal
New Castle,39.9191,-85.3697,United States
Thornton,39.9197,-104.9438,United States
Chelak,39.9203,66.8611,Uzbekistan
Igdir,39.9208,44.0444,Turkey
Darby,39.921,-75.261,United States
Askale,39.9211,40.6947,Turkey
Vostochnyy,39.9222,69.65,Kyrgyzstan
Cankaya,39.9244,32.8856,Turkey
Oqtosh Shahri,39.9269,65.9256,Uzbekistan
Springfield,39.9281,-75.3362,United States
Beachwood,39.9286,-74.2022,United States
Ankara,39.93,32.85,Turkey
Springfield,39.93,-83.7959,United States
Yenice,39.9308,27.2581,Turkey
Saatli,39.9311,48.3697,Azerbaijan
Chambersburg,39.9315,-77.6556,United States
Satrovka,39.9319,48.9203,Azerbaijan
Sirvan,39.9323,48.9203,Azerbaijan
Yeadon,39.9325,-75.2527,United States
Tricase,39.9333,18.3667,Italy
Romitan Shahri,39.9333,64.3833,Uzbekistan
Ugento,39.9333,18.1667,Italy
Tortoli,39.9333,9.65,Italy
Cabras,39.9333,8.5333,Italy
Quincy,39.9336,-91.3799,United States
Superior,39.934,-105.1588,United States
Alayor,39.9342,4.14,Spain
Camden,39.9361,-75.1073,United States
Zhaodianzi,39.9373,118.6401,China
Villareal,39.9378,-0.1014,Spain
Cherry Hill Mall,39.9384,-75.0117,United States
Qinhuangdao,39.9398,119.5881,China
Suluktu,39.94,69.56,Kyrgyzstan
Bargas,39.94,-4.0194,Spain
Aydarken,39.94,71.33,Kyrgyzstan
Almazora,39.9403,-0.0625,Spain
Lansdowne,39.9408,-75.276,United States
Alat,39.9411,49.4061,Azerbaijan
Westtown,39.9417,-75.5565,United States
Yanjiao,39.9432,116.8036,China
Hamilton,39.9432,-77.7327,United States
Xiadian,39.9435,116.912,China
Spring Garden,39.9454,-76.7212,United States
West Manchester,39.9456,-76.7952,United States
Ilica,39.9458,41.1053,Turkey
Mount Laurel,39.9483,-74.9047,United States
Yingmen,39.9487,97.4395,China
Upper Darby,39.949,-75.2891,United States
Drexel Hill,39.9495,-75.3038,United States
Taurisano,39.95,18.1667,Italy
Zuojiawu,39.9514,118.1511,China
Maple Shade,39.952,-74.995,United States
Lincoln Village,39.9532,-83.1314,United States
Haiyang,39.9534,119.5431,China
Artashat,39.9539,44.5506,Armenia
Broomfield,39.9542,-105.0526,United States
Greene,39.9543,-77.5668,United States
Hachimantai,39.9561,141.0711,Japan
Pemberton,39.9562,-74.6,United States
Zanesville,39.9565,-82.0132,United States
Ocana,39.9569,-3.4967,Spain
Lumberton,39.9569,-74.8036,United States
Talavera de la Reina,39.9583,-4.8328,Spain
Fishers,39.9588,-85.9659,United States
Reynoldsburg,39.9588,-82.7943,United States
Ghonchi,39.9589,69.1369,Tajikistan
East Bradford,39.959,-75.6469,United States
West Chester,39.9601,-75.6058,United States
Onda,39.9625,-0.2639,Spain
Zomin Shaharchasi,39.9631,68.3939,Uzbekistan
West Bradford,39.9633,-75.716,United States
Holiday City-Berkeley,39.9639,-74.2787,United States
Tipp City,39.9644,-84.1866,United States
Pennsauken,39.9649,-75.0563,United States
Bexley,39.965,-82.9343,United States
Carmel,39.965,-86.146,United States
York,39.9651,-76.7315,United States
Manchester,39.9652,-74.3738,United States
Marple,39.9654,-75.3657,United States
Moorestown-Lenola,39.9659,-74.9643,United States
Ishtixon Shahri,39.9664,66.4861,Uzbekistan
Kusong,39.9667,125.1667,North Korea
Gazantarak,39.9667,69.1333,Tajikistan
Racale,39.9667,18.1,Italy
Nijoni,39.9667,68.9167,Tajikistan
Whitehall,39.9682,-82.8833,United States
Beidaying,39.9686,119.5515,China
East York,39.9687,-76.6755,United States
Broomall,39.9688,-75.354,United States
Liqizhuang,39.9703,117.0013,China
Whitestown,39.9706,-86.3612,United States
Santaquin,39.9708,-111.7941,United States
Louisville,39.971,-105.1441,United States
Brighton,39.9716,-104.7963,United States
Iwate,39.9728,141.2122,Japan
Shiloh,39.9732,-76.792,United States
Donggangli,39.9733,119.6406,China
Browns Mills,39.9737,-74.569,United States
Chorkuh,39.9739,70.5822,Tajikistan
West Goshen,39.9756,-75.5927,United States
Koprukoy,39.9756,41.8711,Turkey
Moorestown,39.9784,-74.9413,United States
Sanhe,39.9808,117.0701,China
Willow Street,39.981,-76.2706,United States
Castellon de la Plana,39.9831,-0.0331,Spain
Agdam,39.9833,46.9167,Azerbaijan
Torrijos,39.9833,-4.2814,Spain
Taviano,39.9833,18.0833,Italy
Shohimardon,39.9833,71.8,Uzbekistan
Ruffano,39.9833,18.25,Italy
Manor,39.9848,-76.4216,United States
Coatesville,39.9849,-75.82,United States
Weigelstown,39.9852,-76.8306,United States
Columbus,39.9862,-82.9855,United States
Haverford,39.9868,-75.3164,United States
Xincheng,39.9883,112.4673,China
Payariq Shahri,39.9892,66.8458,Uzbekistan
Toms River,39.9895,-74.1654,United States
Zionsville,39.9897,-86.3182,United States
Huangzhuang,39.9905,117.1037,China
Springettsbury,39.9907,-76.6736,United States
Newtown,39.992,-75.4106,United States
East Goshen,39.9934,-75.5478,United States
Lafayette,39.9946,-105.0998,United States
West Lampeter,39.9947,-76.256,United States
Mount Holly,39.995,-74.7863,United States
Pazaryeri,40.0,29.9,Turkey
Yesilyurt,40.0,36.22,Turkey
Cinnaminson,40.0008,-74.993,United States
Willistown,40.001,-75.4915,United States
Caln,40.0014,-75.7619,United States
Pine Lake Park,40.0017,-74.2595,United States
Dover,40.0019,-76.8698,United States
Ardmore,40.0033,-75.2947,United States
Qian'an,40.0059,118.6973,China
Philadelphia,40.0077,-75.1339,United States
Payshamba Shahri,40.0078,66.2372,Uzbekistan
Buzhum,40.01,70.83,Kyrgyzstan
Pataskala,40.011,-82.7155,United States
Bala Cynwyd,40.0116,-75.2283,United States
Duzhuang,40.0121,119.5262,China
Sabirabad,40.0128,48.4789,Azerbaijan
Turkmenbasy,40.0167,52.9667,Turkmenistan
Casarano,40.0167,18.1667,Italy
Tarancon,40.0167,-3.0,Spain
Westampton,40.0168,-74.8213,United States
Delran,40.017,-74.9495,United States
Ayas,40.0172,32.3483,Turkey
Sogut,40.0186,30.1814,Turkey
Mengjiacun,40.0186,119.7878,China
G'allaorol Shahri,40.0214,67.5975,Uzbekistan
Cambridge,40.0221,-81.5869,United States
West Whiteland,40.0227,-75.6239,United States
West Caln,40.0237,-75.8866,United States
Heath,40.0241,-82.4413,United States
Boulder,40.0248,-105.2524,United States
Gahanna,40.0251,-82.8637,United States
Yangirabot,40.0253,65.9608,Uzbekistan
Upper Arlington,40.0272,-83.0704,United States
Can,40.0275,27.0475,Turkey
Plasencia,40.0275,-6.0908,Spain
Willingboro,40.028,-74.8882,United States
Easttown,40.0281,-75.4403,United States
Lower Merion,40.0282,-75.2807,United States
Radnor,40.0287,-75.3675,United States
Lebanon,40.0324,-86.4551,United States
Aranjuez,40.0333,-3.6028,Spain
Vobkent Shahri,40.0333,64.5167,Uzbekistan
Matino,40.0333,18.1333,Italy
Westfield,40.0341,-86.1529,United States
Ziyodin Shaharchasi,40.0342,65.6547,Uzbekistan
Sinpo,40.0347,128.1856,North Korea
Columbia,40.0347,-76.4944,United States
Hilliard,40.0353,-83.1578,United States
Noblesville,40.0355,-86.0042,United States
Payson,40.0355,-111.739,United States
Qiziltepa,40.0361,64.8503,Uzbekistan
East Brandywine,40.0364,-75.7505,United States
East Lampeter,40.0375,-76.2162,United States
Salisbury,40.038,-75.9961,United States
Erie,40.0404,-105.0399,United States
Lancaster,40.042,-76.3012,United States
Crawfordsville,40.0428,-86.8976,United States
Haciqabul,40.0433,48.9356,Azerbaijan
Troy,40.0437,-84.2186,United States
East Whiteland,40.0474,-75.5547,United States
Tuzluca,40.0494,43.6608,Turkey
Soure,40.05,-8.6333,Portugal
Fuensalida,40.05,-4.2,Spain
Lauria Inferiore,40.05,15.8333,Italy
Parabita,40.05,18.1333,Italy
Uwchlan,40.0522,-75.6679,United States
Agcabadi,40.0528,47.4614,Azerbaijan
Salem,40.0539,-111.6718,United States
Edgewater Park,40.054,-74.9117,United States
Benicasim,40.0553,0.0642,Spain
Gallipoli,40.0556,17.9917,Italy
West Hempfield,40.0564,-76.4632,United States
Brick,40.06,-74.1099,United States
Savoy,40.06,-88.2552,United States
Gunbarrel,40.0632,-105.1713,United States
Masis,40.0633,44.4408,Armenia
Burlington,40.0641,-74.8394,United States
Tredyffrin,40.0663,-75.454,United States
Batken,40.0667,70.8167,Kyrgyzstan
Gjirokaster,40.0667,20.1333,Albania
Cuenca,40.0667,-2.15,Spain
Alcora,40.0667,-0.2,Spain
Hindarx,40.07,47.2047,Azerbaijan
Newark,40.0706,-82.425,United States
Cekerek,40.0731,35.4947,Turkey
Zarbdor Shaharchasi,40.0747,68.1683,Uzbekistan
Wheeling,40.0752,-80.6951,United States
Lakewood,40.0763,-74.2031,United States
Point Pleasant,40.0772,-74.0702,United States
Conshohocken,40.0772,-75.3034,United States
Cheltenham,40.0781,-75.1382,United States
Upper Leacock,40.0801,-76.1854,United States
Inegol,40.0806,29.5097,Turkey
New Albany,40.0809,-82.7848,United States
Upper Uwchlan,40.0817,-75.707,United States
Xiping,40.082,113.2981,China
East Donegal,40.0823,-76.5631,United States
East Hempfield,40.0825,-76.3831,United States
Yuncos,40.0833,-3.8667,Spain
Qobustan,40.0842,49.4158,Azerbaijan
Navoiy,40.0844,65.3792,Uzbekistan
Grevena,40.085,21.4275,Greece
Mansfield,40.0853,-74.7149,United States
Anderson,40.0891,-85.6892,United States
Shimenzhai,40.0892,119.6019,China
Upper Merion,40.0902,-75.3791,United States
Croydon,40.0911,-74.8975,United States
Worthington,40.095,-83.0209,United States
King of Prussia,40.0963,-75.3821,United States
Florence,40.0977,-74.7886,United States
Jackson,40.098,-74.3578,United States
Springfield,40.0986,-75.2016,United States
Ayntap,40.0986,44.4681,Armenia
Hamidiye,40.0997,26.3967,Turkey
Sinuiju,40.1,124.4,North Korea
G'ijduvon Shahri,40.1,64.6667,Uzbekistan
Miranda do Corvo,40.1,-8.3333,Portugal
Cayirhan,40.1,31.6833,Turkey
Mitane,40.1016,140.005,Japan
Sesena,40.1036,-3.6981,Spain
Whitemarsh,40.104,-75.2483,United States
Greenville,40.1043,-84.6209,United States
Kalbacar,40.1067,46.0383,Azerbaijan
Kulundu,40.1069,69.6431,Kyrgyzstan
Urbana,40.1085,-83.7541,United States
Bensalem,40.1086,-74.9431,United States
Schuylkill,40.1086,-75.4982,United States
Frederick,40.1088,-104.9701,United States
Yildirim,40.11,29.0821,Turkey
Spanish Fork,40.1101,-111.6405,United States
Urbana,40.1107,-88.1973,United States
Abington,40.1108,-75.1146,United States
Dublin,40.1112,-83.1454,United States
Plymouth,40.1115,-75.2976,United States
Lousa,40.1125,-8.2469,Portugal
Champaign,40.1142,-88.2737,United States
Dongxiaozhai,40.1149,118.1375,China
Jizzax,40.1158,67.8422,Uzbekistan
Chesterfield,40.1166,-74.6459,United States
Dandong,40.1167,124.3833,China
Isfara,40.1167,70.6333,Tajikistan
Illescas,40.1167,-3.8333,Spain
Condeixa-a-Nova,40.1167,-8.5,Portugal
Maglie,40.1167,18.1333,Italy
